country,country_iso,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year($),gdp_per_capita($),generation
Antigua and Barbuda,ATG,1992,male,25-34 years,0,6409,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,male,35-54 years,0,6497,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,male,55-74 years,0,2851,0,499281148,8087,Silent
Antigua and Barbuda,ATG,1992,male,75+ years,0,853,0,499281148,8087,G.I. Generation
Antigua and Barbuda,ATG,1992,female,5-14 years,0,7311,0,499281148,8087,Millenials
Antigua and Barbuda,ATG,1992,female,15-24 years,0,6369,0,499281148,8087,Generation X
Antigua and Barbuda,ATG,1992,female,25-34 years,0,6650,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,female,35-54 years,0,6534,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,female,55-74 years,0,3648,0,499281148,8087,Silent
Antigua and Barbuda,ATG,1992,female,75+ years,0,1339,0,499281148,8087,G.I. Generation
Antigua and Barbuda,ATG,1993,male,5-14 years,0,7298,0,535172778,8453,Millenials
Antigua and Barbuda,ATG,1993,male,15-24 years,0,6069,0,535172778,8453,Generation X
Antigua and Barbuda,ATG,1993,male,25-34 years,1,6668,15,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,male,35-54 years,0,6915,0,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,male,55-74 years,0,2879,0,535172778,8453,Silent
Antigua and Barbuda,ATG,1993,male,75+ years,0,896,0,535172778,8453,G.I. Generation
Antigua and Barbuda,ATG,1993,female,5-14 years,0,7529,0,535172778,8453,Millenials
Antigua and Barbuda,ATG,1993,female,15-24 years,0,6182,0,535172778,8453,Generation X
Antigua and Barbuda,ATG,1993,female,25-34 years,0,6914,0,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,female,35-54 years,0,6917,0,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,female,55-74 years,0,3662,0,535172778,8453,Silent
Antigua and Barbuda,ATG,1993,female,75+ years,0,1386,0,535172778,8453,G.I. Generation
Antigua and Barbuda,ATG,1994,male,5-14 years,0,7494,0,589429593,9062,Millenials
Antigua and Barbuda,ATG,1994,male,15-24 years,0,5976,0,589429593,9062,Generation X
Antigua and Barbuda,ATG,1994,male,25-34 years,0,6886,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,male,35-54 years,0,7359,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,male,55-74 years,0,2935,0,589429593,9062,Silent
Antigua and Barbuda,ATG,1994,male,75+ years,0,929,0,589429593,9062,G.I. Generation
Antigua and Barbuda,ATG,1994,female,5-14 years,0,7722,0,589429593,9062,Millenials
Antigua and Barbuda,ATG,1994,female,15-24 years,0,6083,0,589429593,9062,Generation X
Antigua and Barbuda,ATG,1994,female,25-34 years,0,7151,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,female,35-54 years,0,7357,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,female,55-74 years,0,3715,0,589429593,9062,Silent
Antigua and Barbuda,ATG,1994,female,75+ years,0,1437,0,589429593,9062,G.I. Generation
Antigua and Barbuda,ATG,1995,male,5-14 years,0,7632,0,577280741,8636,Millenials
Antigua and Barbuda,ATG,1995,male,15-24 years,0,5953,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,male,25-34 years,0,7023,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,male,35-54 years,0,7809,0,577280741,8636,Boomers
Antigua and Barbuda,ATG,1995,male,55-74 years,0,3021,0,577280741,8636,Silent
Antigua and Barbuda,ATG,1995,male,75+ years,0,944,0,577280741,8636,G.I. Generation
Antigua and Barbuda,ATG,1995,female,5-14 years,0,7885,0,577280741,8636,Millenials
Antigua and Barbuda,ATG,1995,female,15-24 years,0,6099,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,female,25-34 years,0,7333,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,female,35-54 years,0,7851,0,577280741,8636,Boomers
Antigua and Barbuda,ATG,1995,female,55-74 years,0,3808,0,577280741,8636,Silent
Antigua and Barbuda,ATG,1995,female,75+ years,0,1488,0,577280741,8636,G.I. Generation
Antigua and Barbuda,ATG,1998,male,5-14 years,0,7706,0,727860593,10078,Millenials
Antigua and Barbuda,ATG,1998,male,15-24 years,0,5916,0,727860593,10078,Generation X
Antigua and Barbuda,ATG,1998,male,25-34 years,0,7294,0,727860593,10078,Generation X
Antigua and Barbuda,ATG,1998,male,35-54 years,0,9086,0,727860593,10078,Boomers
Antigua and Barbuda,ATG,1998,male,55-74 years,0,3213,0,727860593,10078,Silent
Antigua and Barbuda,ATG,1998,male,75+ years,0,954,0,727860593,10078,G.I. Generation
Antigua and Barbuda,ATG,1998,female,5-14 years,0,8183,0,727860593,10078,Millenials
Antigua and Barbuda,ATG,1998,female,15-24 years,0,6529,0,727860593,10078,Generation X
Antigua and Barbuda,ATG,1998,female,25-34 years,0,8332,0,727860593,10078,Generation X
Antigua and Barbuda,ATG,1998,female,35-54 years,0,9615,0,727860593,10078,Boomers
Antigua and Barbuda,ATG,1998,female,55-74 years,0,3921,0,727860593,10078,Silent
Antigua and Barbuda,ATG,1998,female,75+ years,0,1476,0,727860593,10078,G.I. Generation
Antigua and Barbuda,ATG,1999,male,5-14 years,0,7805,0,766198926,10378,Millenials
Antigua and Barbuda,ATG,1999,male,15-24 years,0,5845,0,766198926,10378,Generation X
Antigua and Barbuda,ATG,1999,male,25-34 years,0,7263,0,766198926,10378,Generation X
Antigua and Barbuda,ATG,1999,male,35-54 years,0,9537,0,766198926,10378,Boomers
Antigua and Barbuda,ATG,1999,male,55-74 years,0,3276,0,766198926,10378,Silent
Antigua and Barbuda,ATG,1999,male,75+ years,0,947,0,766198926,10378,G.I. Generation
Antigua and Barbuda,ATG,1999,female,5-14 years,0,8314,0,766198926,10378,Millenials
Antigua and Barbuda,ATG,1999,female,15-24 years,0,6589,0,766198926,10378,Generation X
Antigua and Barbuda,ATG,1999,female,25-34 years,0,8526,0,766198926,10378,Generation X
Antigua and Barbuda,ATG,1999,female,35-54 years,0,10311,0,766198926,10378,Boomers
Antigua and Barbuda,ATG,1999,female,55-74 years,0,3968,0,766198926,10378,Silent
Antigua and Barbuda,ATG,1999,female,75+ years,0,1451,0,766198926,10378,G.I. Generation
Antigua and Barbuda,ATG,2000,male,5-14 years,0,7973,0,830158778,11021,Millenials
Antigua and Barbuda,ATG,2000,male,15-24 years,0,5783,0,830158778,11021,Generation X
Antigua and Barbuda,ATG,2000,male,25-34 years,0,7177,0,830158778,11021,Generation X
Antigua and Barbuda,ATG,2000,male,35-54 years,1,10033,9.97,830158778,11021,Boomers
Antigua and Barbuda,ATG,2000,male,55-74 years,1,3333,30,830158778,11021,Silent
Antigua and Barbuda,ATG,2000,male,75+ years,0,938,0,830158778,11021,G.I. Generation
Antigua and Barbuda,ATG,2000,female,5-14 years,0,8439,0,830158778,11021,Millenials
Antigua and Barbuda,ATG,2000,female,15-24 years,0,6616,0,830158778,11021,Generation X
Antigua and Barbuda,ATG,2000,female,25-34 years,0,8595,0,830158778,11021,Generation X
Antigua and Barbuda,ATG,2000,female,35-54 years,0,11040,0,830158778,11021,Boomers
Antigua and Barbuda,ATG,2000,female,55-74 years,0,3986,0,830158778,11021,Silent
Antigua and Barbuda,ATG,2000,female,75+ years,0,1413,0,830158778,11021,G.I. Generation
Antigua and Barbuda,ATG,2001,male,5-14 years,0,7958,0,800740259,10468,Millenials
Antigua and Barbuda,ATG,2001,male,15-24 years,0,6084,0,800740259,10468,Millenials
Antigua and Barbuda,ATG,2001,male,25-34 years,0,7071,0,800740259,10468,Generation X
Antigua and Barbuda,ATG,2001,male,35-54 years,2,10281,19.45,800740259,10468,Boomers
Antigua and Barbuda,ATG,2001,male,55-74 years,0,3442,0,800740259,10468,Silent
Antigua and Barbuda,ATG,2001,male,75+ years,0,980,0,800740259,10468,Silent
Antigua and Barbuda,ATG,2001,female,5-14 years,0,8428,0,800740259,10468,Millenials
Antigua and Barbuda,ATG,2001,female,15-24 years,0,6902,0,800740259,10468,Millenials
Antigua and Barbuda,ATG,2001,female,25-34 years,0,8425,0,800740259,10468,Generation X
Antigua and Barbuda,ATG,2001,female,35-54 years,0,11402,0,800740259,10468,Boomers
Antigua and Barbuda,ATG,2001,female,55-74 years,0,4037,0,800740259,10468,Silent
Antigua and Barbuda,ATG,2001,female,75+ years,0,1487,0,800740259,10468,Silent
Antigua and Barbuda,ATG,2002,male,5-14 years,0,7980,0,814615333,10499,Millenials
Antigua and Barbuda,ATG,2002,male,15-24 years,0,6416,0,814615333,10499,Millenials
Antigua and Barbuda,ATG,2002,male,25-34 years,0,6921,0,814615333,10499,Generation X
Antigua and Barbuda,ATG,2002,male,35-54 years,0,10604,0,814615333,10499,Boomers
Antigua and Barbuda,ATG,2002,male,55-74 years,0,3527,0,814615333,10499,Silent
Antigua and Barbuda,ATG,2002,male,75+ years,0,1024,0,814615333,10499,Silent
Antigua and Barbuda,ATG,2002,female,5-14 years,0,8408,0,814615333,10499,Millenials
Antigua and Barbuda,ATG,2002,female,15-24 years,0,7196,0,814615333,10499,Millenials
Antigua and Barbuda,ATG,2002,female,25-34 years,0,8155,0,814615333,10499,Generation X
Antigua and Barbuda,ATG,2002,female,35-54 years,0,11760,0,814615333,10499,Boomers
Antigua and Barbuda,ATG,2002,female,55-74 years,0,4050,0,814615333,10499,Silent
Antigua and Barbuda,ATG,2002,female,75+ years,0,1547,0,814615333,10499,Silent
Antigua and Barbuda,ATG,2003,male,5-14 years,0,8061,0,855643111,10878,Millenials
Antigua and Barbuda,ATG,2003,male,15-24 years,0,6730,0,855643111,10878,Millenials
Antigua and Barbuda,ATG,2003,male,25-34 years,0,6734,0,855643111,10878,Generation X
Antigua and Barbuda,ATG,2003,male,35-54 years,0,10997,0,855643111,10878,Boomers
Antigua and Barbuda,ATG,2003,male,55-74 years,1,3594,27.82,855643111,10878,Silent
Antigua and Barbuda,ATG,2003,male,75+ years,0,1068,0,855643111,10878,Silent
Antigua and Barbuda,ATG,2003,female,5-14 years,0,8423,0,855643111,10878,Millenials
Antigua and Barbuda,ATG,2003,female,15-24 years,0,7454,0,855643111,10878,Millenials
Antigua and Barbuda,ATG,2003,female,25-34 years,0,7831,0,855643111,10878,Generation X
Antigua and Barbuda,ATG,2003,female,35-54 years,0,12129,0,855643111,10878,Boomers
Antigua and Barbuda,ATG,2003,female,55-74 years,0,4054,0,855643111,10878,Silent
Antigua and Barbuda,ATG,2003,female,75+ years,0,1583,0,855643111,10878,Silent
Antigua and Barbuda,ATG,2004,male,5-14 years,0,8196,0,919577148,11535,Millenials
Antigua and Barbuda,ATG,2004,male,15-24 years,0,6968,0,919577148,11535,Millenials
Antigua and Barbuda,ATG,2004,male,25-34 years,0,6556,0,919577148,11535,Generation X
Antigua and Barbuda,ATG,2004,male,35-54 years,1,11406,8.77,919577148,11535,Boomers
Antigua and Barbuda,ATG,2004,male,55-74 years,1,3665,27.29,919577148,11535,Silent
Antigua and Barbuda,ATG,2004,male,75+ years,0,1094,0,919577148,11535,Silent
Antigua and Barbuda,ATG,2004,female,5-14 years,0,8488,0,919577148,11535,Millenials
Antigua and Barbuda,ATG,2004,female,15-24 years,0,7648,0,919577148,11535,Millenials
Antigua and Barbuda,ATG,2004,female,25-34 years,0,7531,0,919577148,11535,Generation X
Antigua and Barbuda,ATG,2004,female,35-54 years,0,12492,0,919577148,11535,Boomers
Antigua and Barbuda,ATG,2004,female,55-74 years,0,4088,0,919577148,11535,Silent
Antigua and Barbuda,ATG,2004,female,75+ years,0,1590,0,919577148,11535,Silent
Antigua and Barbuda,ATG,2005,male,5-14 years,0,8358,0,1022191296,12649,Millenials
Antigua and Barbuda,ATG,2005,male,15-24 years,0,7113,0,1022191296,12649,Millenials
Antigua and Barbuda,ATG,2005,male,25-34 years,0,6444,0,1022191296,12649,Generation X
Antigua and Barbuda,ATG,2005,male,35-54 years,0,11778,0,1022191296,12649,Boomers
Antigua and Barbuda,ATG,2005,male,55-74 years,0,3748,0,1022191296,12649,Silent
Antigua and Barbuda,ATG,2005,male,75+ years,0,1110,0,1022191296,12649,Silent
Antigua and Barbuda,ATG,2005,female,5-14 years,0,8584,0,1022191296,12649,Millenials
Antigua and Barbuda,ATG,2005,female,15-24 years,0,7780,0,1022191296,12649,Millenials
Antigua and Barbuda,ATG,2005,female,25-34 years,0,7327,0,1022191296,12649,Generation X
Antigua and Barbuda,ATG,2005,female,35-54 years,0,12835,0,1022191296,12649,Boomers
Antigua and Barbuda,ATG,2005,female,55-74 years,0,4157,0,1022191296,12649,Silent
Antigua and Barbuda,ATG,2005,female,75+ years,0,1575,0,1022191296,12649,Silent
Antigua and Barbuda,ATG,2006,male,5-14 years,0,8485,0,1157005444,14114,Millenials
Antigua and Barbuda,ATG,2006,male,15-24 years,0,7239,0,1157005444,14114,Millenials
Antigua and Barbuda,ATG,2006,male,25-34 years,0,6319,0,1157005444,14114,Generation X
Antigua and Barbuda,ATG,2006,male,35-54 years,0,12202,0,1157005444,14114,Boomers
Antigua and Barbuda,ATG,2006,male,55-74 years,0,3847,0,1157005444,14114,Silent
Antigua and Barbuda,ATG,2006,male,75+ years,0,1107,0,1157005444,14114,Silent
Antigua and Barbuda,ATG,2006,female,5-14 years,0,8571,0,1157005444,14114,Millenials
Antigua and Barbuda,ATG,2006,female,15-24 years,0,7902,0,1157005444,14114,Millenials
Antigua and Barbuda,ATG,2006,female,25-34 years,0,7098,0,1157005444,14114,Generation X
Antigua and Barbuda,ATG,2006,female,35-54 years,0,13374,0,1157005444,14114,Boomers
Antigua and Barbuda,ATG,2006,female,55-74 years,0,4256,0,1157005444,14114,Silent
Antigua and Barbuda,ATG,2006,female,75+ years,0,1573,0,1157005444,14114,Silent
Antigua and Barbuda,ATG,2007,male,5-14 years,0,8564,0,1311401333,15775,Generation Z
Antigua and Barbuda,ATG,2007,male,15-24 years,0,7330,0,1311401333,15775,Millenials
Antigua and Barbuda,ATG,2007,male,25-34 years,0,6267,0,1311401333,15775,Generation X
Antigua and Barbuda,ATG,2007,male,35-54 years,1,12530,7.98,1311401333,15775,Boomers
Antigua and Barbuda,ATG,2007,male,55-74 years,0,3988,0,1311401333,15775,Silent
Antigua and Barbuda,ATG,2007,male,75+ years,0,1094,0,1311401333,15775,Silent
Antigua and Barbuda,ATG,2007,female,5-14 years,0,8555,0,1311401333,15775,Generation Z
Antigua and Barbuda,ATG,2007,female,15-24 years,0,8013,0,1311401333,15775,Millenials
Antigua and Barbuda,ATG,2007,female,25-34 years,0,6962,0,1311401333,15775,Generation X
Antigua and Barbuda,ATG,2007,female,35-54 years,0,13860,0,1311401333,15775,Boomers
Antigua and Barbuda,ATG,2007,female,55-74 years,0,4400,0,1311401333,15775,Silent
Antigua and Barbuda,ATG,2007,female,75+ years,0,1568,0,1311401333,15775,Silent
Antigua and Barbuda,ATG,2008,male,5-14 years,0,8599,0,1368431037,16238,Generation Z
Antigua and Barbuda,ATG,2008,male,15-24 years,0,7404,0,1368431037,16238,Millenials
Antigua and Barbuda,ATG,2008,male,25-34 years,0,6274,0,1368431037,16238,Generation X
Antigua and Barbuda,ATG,2008,male,35-54 years,0,12782,0,1368431037,16238,Boomers
Antigua and Barbuda,ATG,2008,male,55-74 years,0,4158,0,1368431037,16238,Silent
Antigua and Barbuda,ATG,2008,male,75+ years,0,1069,0,1368431037,16238,Silent
Antigua and Barbuda,ATG,2008,female,5-14 years,0,8537,0,1368431037,16238,Generation Z
Antigua and Barbuda,ATG,2008,female,15-24 years,0,8108,0,1368431037,16238,Millenials
Antigua and Barbuda,ATG,2008,female,25-34 years,0,6910,0,1368431037,16238,Generation X
Antigua and Barbuda,ATG,2008,female,35-54 years,0,14278,0,1368431037,16238,Boomers
Antigua and Barbuda,ATG,2008,female,55-74 years,0,4587,0,1368431037,16238,Silent
Antigua and Barbuda,ATG,2008,female,75+ years,0,1567,0,1368431037,16238,Silent
Antigua and Barbuda,ATG,2009,male,5-14 years,0,8599,0,1224253000,14335,Generation Z
Antigua and Barbuda,ATG,2009,male,15-24 years,0,7489,0,1224253000,14335,Millenials
Antigua and Barbuda,ATG,2009,male,25-34 years,0,6325,0,1224253000,14335,Generation X
Antigua and Barbuda,ATG,2009,male,35-54 years,0,12978,0,1224253000,14335,Boomers
Antigua and Barbuda,ATG,2009,male,55-74 years,0,4349,0,1224253000,14335,Silent
Antigua and Barbuda,ATG,2009,male,75+ years,0,1042,0,1224253000,14335,Silent
Antigua and Barbuda,ATG,2009,female,5-14 years,0,8514,0,1224253000,14335,Generation Z
Antigua and Barbuda,ATG,2009,female,15-24 years,0,8199,0,1224253000,14335,Millenials
Antigua and Barbuda,ATG,2009,female,25-34 years,0,6917,0,1224253000,14335,Generation X
Antigua and Barbuda,ATG,2009,female,35-54 years,0,14629,0,1224253000,14335,Boomers
Antigua and Barbuda,ATG,2009,female,55-74 years,0,4793,0,1224253000,14335,Silent
Antigua and Barbuda,ATG,2009,female,75+ years,0,1571,0,1224253000,14335,Silent
Antigua and Barbuda,ATG,2012,male,5-14 years,0,8475,0,1211411704,13657,Generation Z
Antigua and Barbuda,ATG,2012,male,15-24 years,0,7893,0,1211411704,13657,Millenials
Antigua and Barbuda,ATG,2012,male,25-34 years,0,6629,0,1211411704,13657,Millenials
Antigua and Barbuda,ATG,2012,male,35-54 years,0,13280,0,1211411704,13657,Generation X
Antigua and Barbuda,ATG,2012,male,55-74 years,0,4994,0,1211411704,13657,Boomers
Antigua and Barbuda,ATG,2012,male,75+ years,0,1051,0,1211411704,13657,Silent
Antigua and Barbuda,ATG,2012,female,5-14 years,0,8401,0,1211411704,13657,Generation Z
Antigua and Barbuda,ATG,2012,female,15-24 years,0,8435,0,1211411704,13657,Millenials
Antigua and Barbuda,ATG,2012,female,25-34 years,0,7215,0,1211411704,13657,Millenials
Antigua and Barbuda,ATG,2012,female,35-54 years,0,15193,0,1211411704,13657,Generation X
Antigua and Barbuda,ATG,2012,female,55-74 years,0,5512,0,1211411704,13657,Boomers
Antigua and Barbuda,ATG,2012,female,75+ years,0,1625,0,1211411704,13657,Silent
Antigua and Barbuda,ATG,2013,male,5-14 years,0,8405,0,1192925407,13287,Generation Z
Antigua and Barbuda,ATG,2013,male,15-24 years,0,8061,0,1192925407,13287,Millenials
Antigua and Barbuda,ATG,2013,male,25-34 years,0,6782,0,1192925407,13287,Millenials
Antigua and Barbuda,ATG,2013,male,35-54 years,0,13302,0,1192925407,13287,Generation X
Antigua and Barbuda,ATG,2013,male,55-74 years,0,5238,0,1192925407,13287,Boomers
Antigua and Barbuda,ATG,2013,male,75+ years,0,1072,0,1192925407,13287,Silent
Antigua and Barbuda,ATG,2013,female,5-14 years,0,8353,0,1192925407,13287,Generation Z
Antigua and Barbuda,ATG,2013,female,15-24 years,0,8494,0,1192925407,13287,Millenials
Antigua and Barbuda,ATG,2013,female,25-34 years,0,7397,0,1192925407,13287,Millenials
Antigua and Barbuda,ATG,2013,female,35-54 years,0,15236,0,1192925407,13287,Generation X
Antigua and Barbuda,ATG,2013,female,55-74 years,0,5787,0,1192925407,13287,Boomers
Antigua and Barbuda,ATG,2013,female,75+ years,0,1652,0,1192925407,13287,Silent
Antigua and Barbuda,ATG,2014,male,5-14 years,0,8335,0,1280133333,14093,Generation Z
Antigua and Barbuda,ATG,2014,male,15-24 years,0,8208,0,1280133333,14093,Millenials
Antigua and Barbuda,ATG,2014,male,25-34 years,0,6928,0,1280133333,14093,Millenials
Antigua and Barbuda,ATG,2014,male,35-54 years,0,13325,0,1280133333,14093,Generation X
Antigua and Barbuda,ATG,2014,male,55-74 years,0,5503,0,1280133333,14093,Boomers
Antigua and Barbuda,ATG,2014,male,75+ years,0,1083,0,1280133333,14093,Silent
Antigua and Barbuda,ATG,2014,female,5-14 years,0,8296,0,1280133333,14093,Generation Z
Antigua and Barbuda,ATG,2014,female,15-24 years,0,8537,0,1280133333,14093,Millenials
Antigua and Barbuda,ATG,2014,female,25-34 years,0,7578,0,1280133333,14093,Millenials
Antigua and Barbuda,ATG,2014,female,35-54 years,0,15273,0,1280133333,14093,Generation X
Antigua and Barbuda,ATG,2014,female,55-74 years,0,6085,0,1280133333,14093,Boomers
Antigua and Barbuda,ATG,2014,female,75+ years,0,1686,0,1280133333,14093,Silent
Antigua and Barbuda,ATG,2015,male,5-14 years,0,8268,0,1364863037,14853,Generation Z
Antigua and Barbuda,ATG,2015,male,15-24 years,0,8331,0,1364863037,14853,Millenials
Antigua and Barbuda,ATG,2015,male,25-34 years,0,7059,0,1364863037,14853,Millenials
Antigua and Barbuda,ATG,2015,male,35-54 years,0,13370,0,1364863037,14853,Generation X
Antigua and Barbuda,ATG,2015,male,55-74 years,0,5784,0,1364863037,14853,Boomers
Antigua and Barbuda,ATG,2015,male,75+ years,0,1087,0,1364863037,14853,Silent
Antigua and Barbuda,ATG,2015,female,5-14 years,0,8239,0,1364863037,14853,Generation Z
Antigua and Barbuda,ATG,2015,female,15-24 years,0,8561,0,1364863037,14853,Millenials
